Machine Name,id,parent_id,field_weight,nid,field_member_of,field_model,file,field_add_coverpage,title,field_full_title,published,field_linked_agent.name,field_linked_agent.rel_type,field_linked_agent.vid,field_linked_agent.entity.field_identifier.attr0=orcid,field_linked_agent.entity.field_contributor_status,field_linked_agent.entity.field_email,field_linked_agent.entity.field_relationships,field_department_name,field_resource_type,field_genre,field_edtf_date_issued,field_date_season,field_edtf_date_captured,field_edtf_date_embargo,field_publisher,field_edition,field_language,field_physical_form,field_media_type,field_extent.attr0=page,field_extent.attr0=dimensions,field_extent.attr0=bytes,field_extent.attr0=minutes,field_digital_origin,field_abstract.attr0=description,field_abstract.attr0=abstract,field_note.attr0=preferred-citation,field_note.attr0=capture-device,field_note.attr0=ppi,field_note.attr0=collection,field_note.attr0=box,field_note.attr0=series,field_note.attr0=folder,field_local_restriction,field_subject_lcsh,field_keywords,field_subjects_name,field_geographic_subject.vid=geographic_naf,field_geographic_subject.vid=geographic_local,field_subject_hierarchical_geo,field_related_item.title,field_related_item.identifier_type=issn,field_part_detail.attr0=voume,field_part_detail.attr0=issue,field_part_detail.attr0=page,field_identifier.attr0=doi,field_identifier.attr0=uri,field_identifier.attr0=call-number,field_identifier.attr0=report-number,field_rights,field_access
,900078,900076,002,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_002.tif,No,[Inside front cover],[Inside front cover],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900079,900076,003,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_003.tif,No,[Page 1],[Page 1],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900080,900076,004,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_004.tif,No,[Page 2],[Page 2],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900081,900076,005,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_005.tif,No,[Page 3],[Page 3],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900082,900076,006,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_006.tif,No,[Page 4],[Page 4],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900083,900076,007,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_007.tif,No,[Page 5],[Page 5],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900084,900076,008,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_008.tif,No,[Page 6],[Page 6],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900085,900076,009,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_009.tif,No,[Page 7],[Page 7],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900086,900076,010,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_010.tif,No,[Page 8],[Page 8],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900087,900076,011,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_011.tif,No,[Page 9],[Page 9],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900088,900076,012,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_012.tif,No,[Page 10],[Page 10],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900089,900076,013,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_013.tif,No,[Page 11],[Page 11],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900090,900076,014,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_014.tif,No,[Page 12],[Page 12],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900091,900076,015,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_015.tif,No,[Page 13],[Page 13],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900092,900076,016,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_016.tif,No,[Page 14],[Page 14],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900093,900076,017,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_017.tif,No,[Page 15],[Page 15],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900094,900076,018,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_018.tif,No,[Page 16],[Page 16],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900095,900076,019,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_019.tif,No,[Page 17],[Page 17],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900096,900076,020,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_020.tif,No,[Page 18],[Page 18],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900097,900076,021,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_021.tif,No,[Page 19],[Page 19],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900098,900076,022,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_022.tif,No,[Page 20],[Page 20],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900099,900076,023,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_023.tif,No,[Page 21],[Page 21],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900100,900076,024,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_024.tif,No,[Page 22],[Page 22],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900101,900076,025,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_025.tif,No,[Page 23],[Page 23],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900102,900076,026,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_026.tif,No,[Page 24],[Page 24],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900103,900076,027,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_027.tif,No,[Page 25],[Page 25],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900104,900076,028,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_028.tif,No,[Page 26],[Page 26],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900105,900076,029,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_029.tif,No,[Page 27],[Page 27],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900106,900076,030,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_030.tif,No,[Page 28],[Page 28],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900107,900076,031,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_031.tif,No,[Inside back cover],[Inside back cover],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900108,900076,032,,,Page,Example-Gazette\Example-Gazette-2001-12\Example-Gazette-2001-12_032.tif,No,[Back cover],[Back cover],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900109,,,,990000,Paged Content,,No,"Example Gazette (volume 1, no.5)","Example Gazette (volume 1, no.5)",Yes,Example Historical Society,relators:cre|Creator,Corporate Body,,,,,,Text,newsletters,2002-01,,2024-03-01,,Exampleville : Example Historical Society 2001-2002,,English,booklets,image/tiff,28,23 cm.,,,reformatted digital,,,,Example Scanner A1,300,,,,,,Community history. ; Newsletters. ; Periodicals.,,,Exampleville (Imaginary place),,http://vocab.getty.edu/page/tgn/999999999,,,1,5,,,https://catalog.example.invalid/Record/00000000001,TEST G123 V1N5,,NO COPYRIGHT - UNITED STATES,
,900110,900109,001,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_001.tif,No,[Front cover],[Front cover],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900111,900109,002,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_002.tif,No,[Inside front cover],[Inside front cover],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900112,900109,003,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_003.tif,No,[Page 1],[Page 1],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900113,900109,004,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_004.tif,No,[Page 2],[Page 2],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900114,900109,005,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_005.tif,No,[Page 3],[Page 3],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900115,900109,006,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_006.tif,No,[Page 4],[Page 4],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900116,900109,007,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_007.tif,No,[Page 5],[Page 5],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900117,900109,008,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_008.tif,No,[Page 6],[Page 6],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900118,900109,009,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_009.tif,No,[Page 7],[Page 7],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900119,900109,010,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_010.tif,No,[Page 8],[Page 8],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900120,900109,011,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_011.tif,No,[Page 9],[Page 9],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900121,900109,012,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_012.tif,No,[Page 10],[Page 10],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900122,900109,013,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_013.tif,No,[Page 11],[Page 11],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900123,900109,014,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_014.tif,No,[Page 12],[Page 12],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900124,900109,015,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_015.tif,No,[Page 13],[Page 13],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900125,900109,016,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_016.tif,No,[Page 14],[Page 14],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900126,900109,017,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_017.tif,No,[Page 15],[Page 15],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900127,900109,018,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_018.tif,No,[Page 16],[Page 16],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900128,900109,019,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_019.tif,No,[Page 17],[Page 17],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900129,900109,020,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_020.tif,No,[Page 18],[Page 18],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900130,900109,021,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_021.tif,No,[Page 19],[Page 19],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900131,900109,022,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_022.tif,No,[Page 20],[Page 20],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900132,900109,023,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_023.tif,No,[Page 21],[Page 21],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900133,900109,024,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_024.tif,No,[Page 22],[Page 22],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900134,900109,025,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_025.tif,No,[Page 23],[Page 23],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900135,900109,026,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_026.tif,No,[Page 24],[Page 24],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900136,900109,027,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_027.tif,No,[Inside back cover],[Inside back cover],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900137,900109,028,,,Page,Example-Gazette\Example-Gazette-2002-01\Example-Gazette-2002-01_028.tif,No,[Back cover],[Back cover],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900138,,,,990000,Paged Content,,No,"Example Gazette (volume 1, no.6)","Example Gazette (volume 1, no.6)",Yes,Example Historical Society,relators:cre|Creator,Corporate Body,,,,,,Text,newsletters,2002-02,,2024-03-01,,Exampleville : Example Historical Society 2001-2002,,English,booklets,image/tiff,28,23 cm.,,,reformatted digital,,,,Example Scanner A1,300,,,,,,Community history. ; Newsletters. ; Periodicals.,,,Exampleville (Imaginary place),,http://vocab.getty.edu/page/tgn/999999999,,,1,6,,,https://catalog.example.invalid/Record/00000000001,TEST G123 V1N6,,NO COPYRIGHT - UNITED STATES,
,900139,900138,001,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_001.tif,No,[Front cover],[Front cover],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900140,900138,002,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_002.tif,No,[Inside front cover],[Inside front cover],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900141,900138,003,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_003.tif,No,[Page 1],[Page 1],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900142,900138,004,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_004.tif,No,[Page 2],[Page 2],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900143,900138,005,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_005.tif,No,[Page 3],[Page 3],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900144,900138,006,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_006.tif,No,[Page 4],[Page 4],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900145,900138,007,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_007.tif,No,[Page 5],[Page 5],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900146,900138,008,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_008.tif,No,[Page 6],[Page 6],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900147,900138,009,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_009.tif,No,[Page 7],[Page 7],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900148,900138,010,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_010.tif,No,[Page 8],[Page 8],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900149,900138,011,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_011.tif,No,[Page 9],[Page 9],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900150,900138,012,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_012.tif,No,[Page 10],[Page 10],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900151,900138,013,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_013.tif,No,[Page 11],[Page 11],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900152,900138,014,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_014.tif,No,[Page 12],[Page 12],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900153,900138,015,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_015.tif,No,[Page 13],[Page 13],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900154,900138,016,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_016.tif,No,[Page 14],[Page 14],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900155,900138,017,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_017.tif,No,[Page 15],[Page 15],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900156,900138,018,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_018.tif,No,[Page 16],[Page 16],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900157,900138,019,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_019.tif,No,[Page 17],[Page 17],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900158,900138,020,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_020.tif,No,[Page 18],[Page 18],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900159,900138,021,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_021.tif,No,[Page 19],[Page 19],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900160,900138,022,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_022.tif,No,[Page 20],[Page 20],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900161,900138,023,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_023.tif,No,[Page 21],[Page 21],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900162,900138,024,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_024.tif,No,[Page 22],[Page 22],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900163,900138,025,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_025.tif,No,[Page 23],[Page 23],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
,900164,900138,026,,,Page,Example-Gazette\Example-Gazette-2002-02\Example-Gazette-2002-02_026.tif,No,[Page 24],[Page 24],Yes,,,,,,,,,Text,,,,2024-03-01,,,,,,image/tiff,,,,,reformatted digital,,,,Example Scanner A1,300,,,,,,,,,,,,,,,,,,,,,,
